N,P,K,temperature,humidity,ph,rainfall,label
23.16,50.7,25.21,30.077088,93.287332,6.642042,30.477489,mungbean
88.64,99.53,62.11,33.982358,80.84871,5.979121,149.991651,banana
1.62,49.83,24.82,30.363198,84.854025,7.242745,59.104095,mungbean
91.76,50.6,37.6,24.33979,81.481192,6.481594,193.883637,jute
16.42,131.27,216.21,12.500159,89.630803,5.55703,63.937803,grapes
10.4,40.2,37.02,33.021949,49.438749,5.150433,117.862196,mango
108.34,31.9,60.75,31.188674,96.012933,6.107676,26.34004,muskmelon
19.71,139.37,207.87,1.039314,91.571444,6.664598,103.334628,apple
130.08,38.92,24.3,24.436952,83.759747,6.967448,85.218604,cotton
92.57,30.81,54.61,31.883073,90.954354,6.729071,44.030392,watermelon
110.92,32.71,48.52,30.72639,60.372814,6.464919,198.079988,coffee
21.27,52.69,28.46,24.283299,68.220894,7.056556,31.726681,lentil
12.98,6.92,12.21,10.96519,91.737989,6.440011,121.527514,orange
86.54,43.36,22.49,19.763564,63.469908,6.328277,85.038307,maize
68.65,83.33,59.71,38.364305,90.979639,7.770911,171.047075,papaya
17.85,34.54,41.41,24.91216,88.772127,5.746321,172.178974,pomegranate
70.06,75.13,62.69,37.677631,94.433498,7.323241,151.458447,papaya
8.77,28.92,40.05,28.194331,55.376281,6.16836,94.829515,mango
38.16,88.75,29.51,17.294395,65.736723,7.259673,52.586574,lentil
64.02,74.35,56.13,39.281128,90.723478,7.109844,140.607174,papaya
113.08,52.32,23.93,28.383517,78.426081,7.412678,66.209544,cotton
17.8,57.57,17.35,17.767036,69.602569,7.112082,49.504887,lentil
127.22,55.72,19.99,25.315691,78.01394,6.653197,63.540988,cotton
12.52,19.57,33.33,29.415696,93.348837,7.086397,115.55126,pomegranate
1.53,23.83,30.64,34.784192,91.281848,6.06334,149.99269,coconut
72.82,69.28,16.0,24.854277,55.464552,6.100092,103.755381,maize
76.82,58.78,52.56,23.785996,82.845409,6.845495,185.264568,rice
91.14,58.75,64.32,26.002281,92.600397,6.097242,177.703126,jute
7.38,78.93,27.18,33.468067,54.726525,6.430205,49.203223,mothbeans
10.04,42.98,33.28,29.869639,58.564893,6.138224,104.557835,mango
14.45,118.63,217.62,22.093882,82.059408,5.857047,65.399775,grapes
130.18,44.71,18.45,25.735474,80.590706,6.667038,80.697618,cotton
3.97,20.5,37.76,30.625351,90.870308,6.962046,183.926823,coconut
77.32,41.08,24.4,19.030027,55.821582,5.8691,63.276522,maize
97.44,47.71,55.85,32.504458,92.186589,6.073913,22.244865,muskmelon
110.84,47.46,61.13,34.517345,91.991871,6.326881,29.472711,muskmelon
9.98,9.1,16.85,18.07378,95.895002,6.074352,112.836195,orange
22.39,52.23,28.61,25.050318,58.392016,6.047558,67.459796,mothbeans
23.28,38.04,26.4,30.189304,89.840742,6.539009,43.172927,mungbean
102.11,45.57,17.23,24.396995,81.549619,6.02282,89.072369,cotton
13.77,5.08,12.66,13.768745,95.546665,6.058336,101.456971,orange
35.91,23.34,25.52,34.75655,55.535665,5.863729,112.613709,mango
70.82,40.93,39.43,21.103282,81.477834,6.904191,215.685606,rice
68.1,56.26,20.52,27.529225,67.20121,5.88266,91.273908,maize
27.17,57.43,29.34,34.807575,59.781493,5.930425,121.999344,pigeonpeas
39.14,44.67,29.21,33.152641,46.153625,5.943604,85.036828,mango
8.07,82.02,84.71,23.913095,24.437274,6.195802,63.623162,chickpea
97.28,29.92,29.67,27.13188,67.220292,6.786199,174.597446,coffee
4.53,5.64,5.02,13.45512,92.53164,7.422906,101.343421,orange
10.45,38.76,28.94,29.422284,57.623829,6.352981,104.51494,mango
6.62,133.5,209.58,18.074682,87.161376,6.400392,62.713083,grapes
78.36,47.06,34.19,20.801711,86.68403,6.206644,234.785416,rice
89.4,70.41,51.79,27.561163,83.578535,5.593453,106.231176,banana
68.5,36.37,60.15,27.074042,78.250795,6.967771,186.886685,jute
84.22,77.91,50.66,29.964058,86.231268,5.780089,149.559108,banana
24.03,86.08,16.44,26.885601,46.532773,6.208268,198.659108,pigeonpeas
1.04,16.34,15.39,17.001758,91.266789,7.286958,111.314873,orange
30.98,75.24,95.29,22.10774,19.743376,6.925499,77.89571,chickpea
83.18,26.21,62.32,31.737465,81.236833,6.159907,47.84617,watermelon
23.75,51.03,15.53,22.817188,63.152477,7.156417,52.497665,lentil
70.37,58.29,61.26,27.58802,93.659699,7.358373,181.94662,jute
27.57,72.47,20.12,21.564304,73.373637,7.15238,48.07446,lentil
11.77,100.4,220.93,10.916425,95.515352,5.607738,121.256805,apple
93.76,30.8,46.35,31.37279,57.202622,6.181532,170.607332,coffee
21.67,56.38,29.68,32.447033,83.41757,6.713,47.663123,mungbean
4.29,61.84,22.91,18.606369,25.383157,5.685766,111.878845,kidneybeans
73.29,52.55,62.05,24.451159,92.301,7.436333,192.374685,jute
67.3,50.18,45.14,35.321673,94.915626,7.518628,166.160662,papaya
8.68,53.81,60.02,20.455565,22.461668,6.966933,61.285964,chickpea
15.1,26.23,9.82,12.738192,91.874542,6.075893,108.432251,orange
94.58,34.96,61.57,26.658492,85.143138,6.704924,55.558812,watermelon
95.86,48.4,49.41,29.056338,93.673336,6.907247,23.112792,muskmelon
86.71,43.88,14.13,19.386545,60.670415,6.512105,105.516346,maize
100.42,55.99,22.03,26.926726,77.361285,6.298633,78.851987,cotton
28.75,57.13,15.93,25.255016,56.992378,5.143129,193.338836,pigeonpeas
117.09,56.0,22.38,28.522385,83.071996,6.74388,75.180772,cotton
3.17,24.86,36.14,29.768671,91.928703,7.951537,177.773369,coconut
18.37,55.44,26.86,27.414891,92.373405,6.420301,53.274924,mungbean
21.5,75.53,17.09,21.422896,62.966507,7.34473,55.054845,lentil
81.02,37.51,48.3,29.494084,67.921301,6.825296,193.758153,coffee
16.96,51.11,20.5,28.300567,56.661833,4.269615,64.128756,mothbeans
80.67,62.9,64.94,26.913303,89.586284,6.791523,183.281367,jute
115.43,51.22,16.52,27.48978,77.526621,7.226575,62.659836,cotton
8.84,24.16,39.35,29.209386,95.063266,6.153978,157.925989,pomegranate
24.8,90.41,15.86,33.502837,62.215354,5.684538,165.900407,pigeonpeas
14.5,24.65,44.09,26.475858,96.224849,7.295296,176.151993,coconut
73.05,80.59,49.61,38.777332,96.001519,6.803521,153.584784,papaya
68.16,58.37,56.02,23.906762,91.656603,6.692683,177.192808,jute
8.51,28.44,29.05,27.219767,59.713546,5.147866,103.724332,mango
99.67,55.94,19.9,21.024803,73.950712,6.049503,96.925536,maize
80.25,40.31,54.31,26.962135,86.375116,7.256149,168.293431,jute
125.91,47.72,15.54,29.555799,79.116963,6.898906,73.680975,cotton
112.99,42.39,62.08,27.587099,87.92072,6.773347,42.73971,watermelon
1.13,80.14,19.24,30.967264,53.692084,6.846625,128.780901,pigeonpeas
113.15,21.96,44.47,26.284258,62.920229,6.320524,183.68005,coffee
0.72,23.72,46.51,33.427955,91.531648,7.148969,122.269102,pomegranate
98.28,26.73,43.44,27.582429,57.551307,6.320863,194.457764,coffee
18.68,42.93,19.3,26.360274,88.591817,6.669895,45.365593,mungbean
64.24,60.24,46.72,36.056152,95.222992,8.380266,152.263182,papaya
87.31,47.75,55.14,29.808403,94.720579,6.366406,58.860414,watermelon
22.52,96.36,19.5,26.148347,56.124369,5.691074,180.190683,pigeonpeas
91.95,38.43,50.65,29.969577,87.898936,6.247391,46.957624,watermelon
90.22,47.72,22.4,27.275049,66.947891,6.503421,62.6288,maize
23.67,32.73,32.3,32.646309,49.789933,4.50273,114.643847,mango
13.89,135.73,211.98,24.042806,92.037613,6.10031,79.016237,grapes
1.22,48.61,29.34,27.790098,93.510046,7.331522,38.494052,mungbean
78.33,43.87,12.28,24.322828,62.858548,6.882779,75.957825,maize
16.92,62.8,17.91,31.50799,68.776031,6.232297,95.426517,blackgram
14.43,117.03,222.94,11.844877,90.193529,6.727823,123.185723,apple
114.74,44.22,22.51,26.57186,77.009774,7.700817,70.204596,cotton
0.87,29.46,44.09,30.533528,91.239836,6.375807,135.014154,pomegranate
77.16,52.93,10.54,23.346008,74.87086,6.938061,62.019961,maize
0.7,23.03,17.72,15.144733,93.779477,6.505291,107.153896,orange
21.11,82.46,24.91,18.587367,70.920514,7.219459,37.876176,lentil
17.82,16.08,37.15,26.125296,90.755806,5.202064,149.387686,coconut
38.81,86.24,98.83,21.402588,14.859718,7.199578,84.55313,chickpea
0.65,68.1,93.71,19.59121,19.277784,7.456091,78.995073,chickpea
5.69,77.01,28.27,34.518324,66.417765,7.176091,93.129001,blackgram
39.93,77.16,15.92,30.95858,47.380483,5.48953,132.877991,pigeonpeas
68.49,54.09,21.0,26.783657,62.581054,6.275529,97.085821,maize
15.85,142.39,193.18,10.600118,94.611458,5.796783,61.578794,grapes
5.08,81.83,81.83,21.347965,23.888137,7.443608,88.193533,chickpea
111.26,19.97,61.42,29.771335,92.516315,6.401076,22.995104,muskmelon
35.57,87.65,18.29,17.800843,71.780063,7.494861,55.908002,lentil
28.48,72.54,79.82,17.44168,17.831035,7.2302,61.235713,chickpea
112.01,16.77,59.91,33.570269,91.225119,6.718087,27.137561,muskmelon
47.06,63.1,60.02,40.832041,93.637994,7.460623,166.275716,papaya
11.6,13.79,16.77,11.718311,91.516702,6.058041,118.26819,orange
24.58,74.76,21.76,26.647061,64.321231,6.764983,93.467249,blackgram
57.53,84.2,51.08,33.745489,96.945397,8.189967,163.101522,papaya
110.92,27.51,45.17,31.73039,66.126428,6.711733,174.45052,coffee
21.34,21.81,33.98,36.846939,52.330307,4.52206,89.701101,mango
19.57,13.0,15.07,16.77841,93.598206,6.342671,104.243723,orange
119.44,33.94,57.15,37.589622,95.824205,6.814243,23.395024,muskmelon
10.2,75.56,29.23,21.431768,24.881646,6.980417,152.491051,kidneybeans
10.75,115.08,217.47,18.872123,80.127571,6.490077,63.40324,grapes
59.33,76.99,49.18,40.594063,93.732008,7.43553,170.0549,papaya
6.41,76.64,22.51,21.313844,72.41089,6.836544,50.012843,lentil
1.54,142.95,201.03,5.314376,91.559899,5.627005,123.701404,apple
4.48,41.54,23.0,30.249221,92.205174,7.494191,33.216325,mungbean
91.44,33.84,43.51,22.595586,89.26765,6.465798,273.414242,rice
4.36,57.8,20.91,34.997149,84.700284,6.420786,43.263189,mungbean
7.35,7.21,16.24,10.213023,91.560743,6.079876,126.944451,orange
11.21,116.22,191.55,9.885863,82.089655,6.047254,72.146659,grapes
69.01,52.51,57.97,27.361406,93.330843,6.127463,186.302958,jute
13.96,137.5,217.51,14.655711,94.457988,5.981838,114.937828,apple
7.9,25.72,41.89,25.340739,90.486748,7.009601,159.999896,coconut
35.47,16.76,41.75,33.778644,50.399892,5.140878,84.192236,mango
98.3,44.9,34.58,26.200554,67.689647,6.41557,194.352484,coffee
10.18,25.39,19.13,17.217403,90.739123,6.97653,103.612996,orange
102.35,59.96,23.38,24.550428,82.256279,6.00138,76.734272,cotton
0.04,48.95,15.58,27.729398,93.937641,7.377594,36.452274,mungbean
39.91,66.65,23.78,34.669471,92.416208,6.478348,52.487887,mungbean
8.18,108.0,199.8,10.172847,83.187434,6.672894,70.996729,grapes
12.59,67.76,21.79,21.745455,18.710407,6.847563,115.198456,kidneybeans
26.65,64.63,17.12,28.661057,82.584009,6.044448,59.689755,mungbean
100.91,31.45,45.3,32.994695,94.366387,6.658706,23.321395,muskmelon
109.7,28.87,58.61,32.852941,94.615244,6.674143,27.094416,muskmelon
9.75,57.07,15.14,28.704496,64.773758,6.046734,84.849327,blackgram
5.96,103.52,191.11,23.620658,90.753031,6.437665,70.649856,grapes
43.1,84.71,59.5,35.290333,95.482804,7.344329,167.143211,papaya
17.7,33.18,43.16,34.300744,89.668018,7.076146,116.793624,pomegranate
89.11,37.03,46.0,31.899098,83.576558,6.451517,47.355062,watermelon
81.94,34.3,58.77,35.313375,91.570404,6.8685,26.902882,muskmelon
106.37,34.5,55.37,33.003264,91.071958,6.500604,20.599378,muskmelon
110.69,43.4,52.95,28.668038,93.387825,6.433781,21.969789,muskmelon
93.29,60.34,53.93,25.691807,93.280165,7.201896,194.12125,jute
13.39,108.16,209.65,14.710173,93.852168,6.468335,120.327264,apple
1.53,15.13,14.13,15.901951,91.270107,6.874417,110.490415,orange
92.86,38.77,64.32,27.93537,94.985892,6.63841,54.971828,watermelon
110.26,36.09,45.57,29.952907,58.813314,6.466237,184.731725,coffee
87.41,22.73,36.1,30.502898,55.878183,6.79517,177.534047,coffee
10.4,16.76,14.19,18.856266,92.111996,6.730453,100.10932,orange
85.65,81.05,58.12,29.790644,86.551388,6.845665,139.402355,banana
9.88,69.87,17.34,26.941017,73.188573,6.22205,60.750023,blackgram
12.0,110.23,190.62,9.286697,96.052185,5.598963,111.927136,apple
17.21,24.52,44.89,28.139088,96.614205,6.031066,177.207455,coconut
76.92,72.31,48.96,41.178356,92.720425,7.518293,144.077477,papaya
23.73,26.8,35.08,28.057076,47.515116,5.502753,116.59756,mango
103.8,96.33,61.71,27.060912,88.164522,6.192222,95.791417,banana
3.4,73.44,28.99,26.488078,55.396979,6.747504,68.80678,mothbeans
5.78,8.82,9.65,17.593117,96.018978,6.171667,118.65138,orange
45.8,56.18,51.36,40.906829,93.141063,7.836961,153.17747,papaya
119.99,49.09,17.66,27.743132,75.767651,6.417378,82.126456,cotton
88.71,54.22,59.96,22.074534,84.07942,5.705232,236.230789,rice
96.88,98.52,60.31,25.948812,87.779934,6.585958,110.357675,banana
7.43,47.64,24.12,25.955959,61.107511,4.234162,42.733943,mothbeans
0.22,81.17,29.95,21.229527,65.82388,6.892752,32.882314,lentil
85.73,17.73,58.66,37.335516,94.03399,6.567813,26.466817,muskmelon
6.06,16.67,29.56,34.924137,91.144122,7.549811,157.607987,coconut
92.82,95.16,63.26,28.577956,87.900357,6.877542,91.262633,banana
6.14,52.53,67.8,21.548558,24.036937,6.574438,85.039582,chickpea
14.42,89.14,18.09,19.679959,21.473233,5.549404,113.51784,kidneybeans
2.65,54.66,24.24,21.855774,74.586933,6.874549,31.952329,lentil
5.41,55.85,16.55,23.74011,20.162698,5.82495,141.513106,kidneybeans
109.29,31.97,26.14,29.038179,55.099136,6.926408,167.028732,coffee
85.23,105.36,59.1,31.925535,80.614513,6.015862,90.338369,banana
97.62,12.17,52.93,37.002522,95.634628,6.927424,21.528316,muskmelon
7.87,21.37,40.46,22.81033,89.663542,6.27889,103.457166,pomegranate
12.18,132.18,209.63,2.712168,95.929361,6.741959,110.490564,apple
10.21,20.82,33.67,29.270321,95.471897,5.90305,169.821507,coconut
2.36,62.15,21.32,18.438174,66.311008,6.57113,33.396518,lentil
40.17,62.48,59.08,36.758407,93.281585,7.417598,147.074704,papaya
36.76,70.21,24.14,25.893877,55.693623,6.178818,55.625715,mothbeans
6.98,77.95,22.96,26.78246,69.689214,6.287884,62.541334,blackgram
9.36,7.7,39.41,34.614682,95.450897,6.872609,168.866552,coconut
17.8,52.52,98.75,19.485233,16.082998,6.072095,98.574928,chickpea
74.38,56.35,47.2,23.720318,87.217049,6.783915,199.091942,jute
65.16,59.98,55.19,36.616887,92.956449,8.458649,149.750685,papaya
29.18,89.94,24.97,25.617087,25.93789,6.130244,148.834941,kidneybeans
27.36,81.47,20.48,31.972823,56.885889,5.415274,156.313554,pigeonpeas
19.55,7.69,16.94,10.115687,93.405593,6.230104,117.965851,orange
21.19,85.33,23.63,18.837984,24.599678,5.762467,145.88872,kidneybeans
6.71,112.06,214.43,11.389938,93.192019,6.217044,103.960956,apple
10.34,27.58,36.08,27.441908,56.546883,5.308659,91.303843,mango
114.49,25.36,48.99,32.679472,91.786386,6.235821,25.732618,muskmelon
93.43,36.76,58.76,26.602642,92.893046,7.350664,188.876278,jute
37.57,19.7,27.55,31.129435,46.884168,6.951072,96.972175,mango
105.29,14.82,58.09,28.594984,90.771546,6.052192,51.10166,watermelon
62.18,48.49,31.27,26.18902,87.095783,5.759692,163.758151,rice
61.79,58.21,39.41,26.491311,82.433249,7.06169,160.691212,jute
14.67,17.5,41.55,36.396529,54.988767,6.911354,117.364457,mango
35.16,70.15,25.19,32.56547,51.562016,6.643281,169.187966,pigeonpeas
29.78,72.64,28.9,21.549833,22.089193,5.658914,113.546512,kidneybeans
1.69,76.06,23.74,27.981223,61.041248,7.085114,89.949501,blackgram
24.27,61.08,15.02,34.618157,68.244436,6.897649,83.995657,blackgram
95.65,71.82,51.67,34.615332,82.612569,6.733967,97.755957,banana
30.93,63.05,28.78,22.865637,72.070629,7.220962,40.753669,lentil
6.01,91.54,15.78,22.298839,24.977013,6.497821,141.112877,kidneybeans
107.16,91.25,61.13,33.9638,80.740658,6.535038,103.793249,banana
9.4,133.69,223.7,14.459951,85.258998,6.415773,65.625072,grapes
3.22,87.72,27.96,26.432988,50.766371,5.390059,102.685578,pigeonpeas
16.58,86.15,27.59,17.460988,69.241309,7.272267,46.514717,lentil
11.3,26.14,34.33,29.366934,91.240949,7.047225,136.156993,pomegranate
133.09,38.39,24.1,25.512159,79.252572,7.788907,86.888894,cotton
3.77,84.69,88.31,23.640153,24.734873,7.184309,97.735294,chickpea
87.45,59.58,24.88,27.994219,65.329188,5.642799,96.392165,maize
8.38,114.28,215.87,3.233767,91.794008,6.903863,102.447691,apple
12.96,74.45,26.23,31.679239,73.806007,6.611887,75.586847,blackgram
7.32,102.35,195.99,9.248305,95.425701,6.634073,117.510448,apple
26.51,43.64,28.75,33.188099,57.433183,5.772561,94.486947,mango
110.55,99.13,57.02,30.584812,86.020552,6.99889,124.713135,banana
16.32,102.33,213.53,2.350813,93.027987,6.788637,102.832586,apple
106.74,47.81,18.23,25.751124,78.155318,6.007967,80.649866,cotton
60.71,33.27,54.88,25.57772,82.326407,6.296154,240.902373,rice
25.84,78.52,27.26,34.278382,69.015008,6.535963,77.716563,blackgram
101.79,32.59,52.19,36.284726,91.848095,6.492241,25.601745,muskmelon
91.94,25.07,64.87,25.938444,81.154523,6.589755,40.48534,watermelon
113.65,20.4,43.99,27.533955,63.489609,6.892964,182.22588,coffee
118.16,27.69,55.48,30.575523,84.125563,6.674471,53.971239,watermelon
64.01,45.18,46.17,27.417127,83.311242,6.897705,193.738949,jute
20.21,73.31,75.8,23.295131,24.044691,5.99345,89.460929,chickpea
65.0,46.96,55.99,24.69447,88.791959,7.207786,193.878896,jute
8.2,62.25,16.59,31.144275,90.954176,7.126622,35.701827,mungbean
6.71,121.0,202.62,9.996087,83.110194,5.536842,61.861543,grapes
78.02,60.17,36.43,25.348614,90.741507,7.012083,192.641277,jute
30.94,64.02,26.0,30.578867,90.6903,7.022084,37.030999,mungbean
9.4,127.22,220.74,12.706708,95.349945,6.111541,104.267478,apple
12.97,124.73,220.62,8.276678,91.609982,5.533988,66.085797,grapes
3.89,5.28,30.14,29.349709,91.596368,6.542108,172.635531,coconut
19.88,50.54,20.14,31.140118,54.963154,3.826264,42.191238,mothbeans
91.47,49.92,23.18,21.730606,66.301558,5.905513,68.029416,maize
6.48,12.04,33.31,33.949093,90.947593,5.974294,135.384034,coconut
11.17,10.45,51.53,29.67959,93.191603,6.487842,161.840244,pomegranate
67.79,41.98,53.56,23.386842,75.680953,6.09602,156.163182,jute
80.35,109.25,63.05,25.280526,75.27199,6.050454,105.512278,banana
3.42,69.01,15.19,29.340356,59.153618,6.602698,160.43073,pigeonpeas
9.44,74.01,28.73,29.059444,66.075401,7.068722,85.076881,blackgram
80.83,43.17,30.65,25.784043,88.961608,5.710374,233.105422,rice
23.61,61.59,26.22,28.548019,45.259867,5.561177,133.060055,pigeonpeas
13.97,22.49,39.86,36.491302,51.886854,4.521512,107.525973,mango
7.06,38.26,52.15,28.811342,90.230372,6.402135,105.878966,pomegranate
5.59,125.62,198.41,24.087362,92.902552,5.932064,70.57629,grapes
2.37,116.8,222.69,14.236357,95.375096,5.806646,105.833496,apple
7.56,57.14,26.69,25.85999,62.861414,6.683296,97.207277,blackgram
14.74,17.24,10.11,11.665548,92.029724,7.145743,112.282022,orange
90.59,66.3,23.52,27.845686,74.647334,6.929499,63.591107,maize
97.66,18.36,37.68,30.687393,61.449364,6.758428,186.748665,coffee
109.04,41.03,56.31,30.550464,93.652193,6.014958,26.818009,muskmelon
39.8,53.94,20.77,19.626356,20.169084,5.93121,110.472228,kidneybeans
9.14,131.0,210.89,23.117291,81.004825,6.024397,79.709883,grapes
2.87,76.47,20.08,27.280794,48.775578,6.526823,195.154219,pigeonpeas
104.02,44.4,37.13,25.275719,67.291377,6.221294,162.930746,coffee
8.65,13.95,17.24,17.570603,92.793,6.512058,101.16664,orange
98.03,100.86,52.36,31.325085,82.675533,6.987894,100.432352,banana
39.39,19.23,33.22,35.733738,58.507211,6.950955,115.393904,mango
0.67,137.57,220.0,23.583907,87.172542,6.681634,63.901608,grapes
39.16,85.73,16.99,24.027062,72.579557,7.371086,34.550569,lentil
